Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.957,10,7.162E-4,2.303,-7.242
10,3,20,3.959,20,1.194E-4,2.996,-9.033
20,4,30,4.268,30,3.537E-5,3.401,-10.250
30,4,40,4.093,40,1.492E-5,3.689,-11.113
40,4,50,3.619,50,7.639E-6,3.912,-11.782
50,4,60,3.003,60,3.316E-6,4.094,-12.617
60,3,70,2.364,70,2.088E-6,4.248,-13.079
70,3,80,1.790,80,4.663E-7,4.382,-14.578
80,1,90,1.332,90,3.275E-7,4.500,-14.932
90,1,100,1.014,100,2.387E-7,4.605,-15.248
100,1,110,0.835,110,1.794E-7,4.700,-15.534
110,1,120,0.778,120,1.382E-7,4.787,-15.795
120,1,130,0.812,130,1.087E-7,4.868,-16.035
130,1,140,0.900,140,8.700E-8,4.942,-16.257
140,1,150,1.006,150,7.074E-8,5.011,-16.464
150,1,160,1.099,160,5.828E-8,5.075,-16.658
160,1,170,1.156,170,4.859E-8,5.136,-16.840
170,1,180,1.163,180,4.093E-8,5.193,-17.011
180,1,190,1.118,190,3.481E-8,5.247,-17.173
190,1,200,1.034,200,2.984E-8,5.298,-17.327
200,1,210,0.929,210,2.578E-8,5.347,-17.474
210,1,220,0.832,220,2.242E-8,5.394,-17.613
220,1,230,0.774,230,1.962E-8,5.438,-17.747
230,1,240,0.786,240,1.727E-8,5.481,-17.874
240,1,250,0.895,250,1.528E-8,5.521,-17.997
250,1,260,1.115,260,1.358E-8,5.561,-18.114
260,1,270,1.448,270,1.213E-8,5.598,-18.228
270,1,280,1.877,280,1.088E-8,5.635,-18.337
280,1,290,2.363,290,1.958E-8,5.670,-17.749
290,2,300,2.851,300,4.421E-8,5.704,-16.934
300,5,310,3.267,310,3.205E-8,5.737,-17.256
310,4,320,3.526,320,1.457E-8,5.768,-18.044
320,2,330,3.547,330,1.329E-8,5.799,-18.137
330,2,340,3.266,340,3.037E-8,5.829,-17.310
340,5,350,2.660,350,1.670E-8,5.858,-17.908
350,3,360,1.779,360,5.117E-9,5.886,-19.091
360,1,370,0.785,370,4.713E-9,5.914,-19.173
370,1,NaN,NaN,NaN,NaN,NaN,NaN
