Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,2.606,10,7.162E-4,2.303,-7.242
10,3,20,1.753,20,2.984E-5,2.996,-10.420
20,1,30,1.109,30,8.842E-6,3.401,-11.636
30,1,40,0.730,40,3.730E-6,3.689,-12.499
40,1,50,0.609,50,1.910E-6,3.912,-13.168
50,1,60,0.698,60,1.105E-6,4.094,-13.715
60,1,70,0.939,70,6.960E-7,4.248,-14.178
70,1,80,1.266,80,4.663E-7,4.382,-14.578
80,1,90,1.626,90,3.275E-7,4.500,-14.932
90,1,100,1.974,100,4.775E-7,4.605,-14.555
100,2,110,2.284,110,3.587E-7,4.700,-14.841
110,2,120,2.543,120,4.145E-7,4.787,-14.696
120,3,130,2.752,130,3.260E-7,4.868,-14.936
130,3,140,2.921,140,2.610E-7,4.942,-15.159
140,3,150,3.067,150,2.122E-7,5.011,-15.366
150,3,160,3.207,160,1.749E-7,5.075,-15.559
160,3,170,3.361,170,1.458E-7,5.136,-15.741
170,3,180,3.539,180,1.637E-7,5.193,-15.625
180,4,190,3.748,190,1.392E-7,5.247,-15.787
190,4,200,3.985,200,1.194E-7,5.298,-15.941
200,4,210,4.240,210,1.289E-7,5.347,-15.864
210,5,220,4.491,220,8.968E-8,5.394,-16.227
220,4,230,4.716,230,7.849E-8,5.438,-16.360
230,4,240,4.884,240,6.908E-8,5.481,-16.488
240,4,250,4.968,250,7.639E-8,5.521,-16.387
250,5,260,4.943,260,6.791E-8,5.561,-16.505
260,5,270,4.793,270,7.277E-8,5.598,-16.436
270,6,280,4.513,280,5.438E-8,5.635,-16.727
280,5,290,4.112,290,3.915E-8,5.670,-17.056
290,4,300,3.616,300,3.537E-8,5.704,-17.157
300,4,310,3.065,310,1.603E-8,5.737,-17.949
310,2,320,2.513,320,1.457E-8,5.768,-18.044
320,2,330,2.019,330,1.329E-8,5.799,-18.137
330,2,340,1.633,340,1.215E-8,5.829,-18.226
340,2,350,1.388,350,1.114E-8,5.858,-18.313
350,2,360,1.268,360,5.117E-9,5.886,-19.091
360,1,370,1.185,370,4.713E-9,5.914,-19.173
370,1,380,0.936,380,4.351E-9,5.940,-19.253
380,1,NaN,NaN,NaN,NaN,NaN,NaN
