Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.928,10,2.387E-4,2.303,-8.340
10,1,20,1.038,20,2.984E-5,2.996,-10.420
20,1,30,1.117,30,8.842E-6,3.401,-11.636
30,1,40,1.085,40,3.730E-6,3.689,-12.499
40,1,50,0.976,50,1.910E-6,3.912,-13.168
50,1,60,0.860,60,1.105E-6,4.094,-13.715
60,1,70,0.805,70,6.960E-7,4.248,-14.178
70,1,80,0.855,80,4.663E-7,4.382,-14.578
80,1,90,1.019,90,3.275E-7,4.500,-14.932
90,1,100,1.274,100,2.387E-7,4.605,-15.248
100,1,110,1.578,110,1.794E-7,4.700,-15.534
110,1,120,1.881,120,2.763E-7,4.787,-15.102
120,2,130,2.133,130,2.173E-7,4.868,-15.342
130,2,140,2.302,140,2.610E-7,4.942,-15.159
140,3,150,2.374,150,2.122E-7,5.011,-15.366
150,3,160,2.362,160,1.166E-7,5.075,-15.965
160,2,170,2.298,170,9.718E-8,5.136,-16.147
170,2,180,2.229,180,8.187E-8,5.193,-16.318
180,2,190,2.205,190,6.961E-8,5.247,-16.480
190,2,200,2.267,200,5.968E-8,5.298,-16.634
200,2,210,2.434,210,7.733E-8,5.347,-16.375
210,3,220,2.688,220,6.726E-8,5.394,-16.515
220,3,230,2.974,230,5.886E-8,5.438,-16.648
230,3,240,3.203,240,5.181E-8,5.481,-16.776
240,3,250,3.266,250,4.584E-8,5.521,-16.898
250,3,260,3.079,260,4.075E-8,5.561,-17.016
260,3,270,2.641,270,3.639E-8,5.598,-17.129
270,3,280,2.130,280,2.175E-8,5.635,-17.644
280,2,NaN,NaN,NaN,NaN,NaN,NaN
