Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,4.091,10,9.549E-4,2.303,-6.954
10,4,20,5.500,20,1.790E-4,2.996,-8.628
20,6,30,2.993,30,1.768E-5,3.401,-10.943
30,2,40,1.281,40,7.460E-6,3.689,-11.806
40,2,50,0.908,50,1.910E-6,3.912,-13.168
50,1,60,1.115,60,1.105E-6,4.094,-13.715
60,1,70,1.261,70,6.960E-7,4.248,-14.178
70,1,80,1.235,80,4.663E-7,4.382,-14.578
80,1,90,1.229,90,6.550E-7,4.500,-14.239
90,2,100,1.322,100,2.387E-7,4.605,-15.248
100,1,110,1.247,110,1.794E-7,4.700,-15.534
110,1,120,0.766,120,1.382E-7,4.787,-15.795
120,1,130,1.053,130,1.087E-7,4.868,-16.035
130,1,NaN,NaN,NaN,NaN,NaN,NaN
