Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.877,10,7.162E-4,2.303,-7.242
10,3,20,3.246,20,8.952E-5,2.996,-9.321
20,3,30,4.148,30,3.537E-5,3.401,-10.250
30,4,40,4.706,40,1.865E-5,3.689,-10.890
40,5,50,4.665,50,9.549E-6,3.912,-11.559
50,5,60,4.111,60,4.421E-6,4.094,-12.329
60,4,70,3.269,70,2.088E-6,4.248,-13.079
70,3,80,2.380,80,9.325E-7,4.382,-13.885
80,2,90,1.631,90,6.550E-7,4.500,-14.239
90,2,100,1.122,100,2.387E-7,4.605,-15.248
100,1,110,0.873,110,1.794E-7,4.700,-15.534
110,1,120,0.836,120,1.382E-7,4.787,-15.795
120,1,130,0.927,130,1.087E-7,4.868,-16.035
130,1,140,1.052,140,8.700E-8,4.942,-16.257
140,1,150,1.137,150,7.074E-8,5.011,-16.464
150,1,160,1.141,160,5.828E-8,5.075,-16.658
160,1,170,1.065,170,4.859E-8,5.136,-16.840
170,1,180,0.948,180,4.093E-8,5.193,-17.011
180,1,190,0.852,190,3.481E-8,5.247,-17.173
190,1,200,0.839,200,2.984E-8,5.298,-17.327
200,1,210,0.950,210,2.578E-8,5.347,-17.474
210,1,220,1.175,220,2.242E-8,5.394,-17.613
220,1,230,1.448,230,1.962E-8,5.438,-17.747
230,1,240,1.650,240,3.454E-8,5.481,-17.181
240,2,250,1.647,250,3.056E-8,5.521,-17.304
250,2,260,1.371,260,1.358E-8,5.561,-18.114
260,1,270,0.961,270,1.213E-8,5.598,-18.228
270,1,280,0.971,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
