Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,10,10,8.831,10,0.002,2.303,-6.261
10,8,20,14.327,20,5.371E-4,2.996,-7.529
20,18,30,13.764,30,7.958E-5,3.401,-9.439
30,9,40,10.352,40,3.730E-5,3.689,-10.196
40,10,50,6.455,50,1.910E-5,3.912,-10.866
50,10,60,3.682,60,4.421E-6,4.094,-12.329
60,4,70,2.900,70,2.088E-6,4.248,-13.079
70,3,80,4.265,80,9.325E-7,4.382,-13.885
80,2,90,7.296,90,1.310E-6,4.500,-13.546
90,4,100,11.041,100,3.104E-6,4.605,-12.683
100,13,110,14.316,110,3.946E-6,4.700,-12.443
110,22,120,16.015,120,1.520E-6,4.787,-13.397
120,11,130,15.434,130,1.304E-6,4.868,-13.550
130,12,140,12.547,140,1.218E-6,4.942,-13.618
140,14,150,8.148,150,7.781E-7,5.011,-14.066
150,11,160,3.736,160,1.166E-7,5.075,-15.965
160,2,170,1.019,170,4.859E-8,5.136,-16.840
170,1,180,0.871,180,4.093E-8,5.193,-17.011
180,1,NaN,NaN,NaN,NaN,NaN,NaN
