Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,8,10,2.923,10,7.162E-4,2.303,-7.242
10,3,20,5.260,20,1.492E-4,2.996,-8.810
20,5,30,6.846,30,6.189E-5,3.401,-9.690
30,7,40,7.455,40,2.984E-5,3.689,-10.420
40,8,50,7.226,50,1.146E-5,3.912,-11.377
50,6,60,6.463,60,7.737E-6,4.094,-11.770
60,7,70,5.489,70,4.872E-6,4.248,-12.232
70,7,80,4.561,80,1.399E-6,4.382,-13.480
80,3,90,3.833,90,9.824E-7,4.500,-13.833
90,3,100,3.345,100,9.549E-7,4.605,-13.862
100,4,110,3.049,110,7.175E-7,4.700,-14.148
110,4,120,2.847,120,4.145E-7,4.787,-14.696
120,3,130,2.637,130,2.173E-7,4.868,-15.342
130,2,140,2.360,140,1.740E-7,4.942,-15.564
140,2,150,2.032,150,1.415E-7,5.011,-15.771
150,2,160,1.763,160,1.166E-7,5.075,-15.965
160,2,170,1.733,170,9.718E-8,5.136,-16.147
170,2,180,2.146,180,8.187E-8,5.193,-16.318
180,2,190,3.120,190,1.044E-7,5.247,-16.075
190,3,200,4.530,200,1.492E-7,5.298,-15.718
200,5,210,5.779,210,1.289E-7,5.347,-15.864
210,5,220,5.489,220,1.345E-7,5.394,-15.822
220,6,230,1.115,230,1.962E-8,5.438,-17.747
230,1,NaN,NaN,NaN,NaN,NaN,NaN
