Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,2.015,10,4.775E-4,2.303,-7.647
10,2,20,0.880,20,2.984E-5,2.996,-10.420
20,1,30,1.318,30,8.842E-6,3.401,-11.636
30,1,40,1.750,40,7.460E-6,3.689,-11.806
40,2,50,1.746,50,3.820E-6,3.912,-12.475
50,2,60,1.422,60,1.105E-6,4.094,-13.715
60,1,70,1.052,70,6.960E-7,4.248,-14.178
70,1,80,0.844,80,4.663E-7,4.382,-14.578
80,1,90,0.852,90,3.275E-7,4.500,-14.932
90,1,100,0.996,100,2.387E-7,4.605,-15.248
100,1,110,1.126,110,1.794E-7,4.700,-15.534
110,1,120,1.122,120,1.382E-7,4.787,-15.795
120,1,130,0.978,130,1.087E-7,4.868,-16.035
130,1,140,0.830,140,8.700E-8,4.942,-16.257
140,1,150,0.902,150,7.074E-8,5.011,-16.464
150,1,160,1.327,160,5.828E-8,5.075,-16.658
160,1,170,1.800,170,9.718E-8,5.136,-16.147
170,2,180,1.039,180,4.093E-8,5.193,-17.011
180,1,NaN,NaN,NaN,NaN,NaN,NaN
