Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.993,10,2.387E-4,2.303,-8.340
10,1,20,1.007,20,2.984E-5,2.996,-10.420
20,1,30,1.066,30,8.842E-6,3.401,-11.636
30,1,40,0.883,40,3.730E-6,3.689,-12.499
40,1,50,0.885,50,1.910E-6,3.912,-13.168
50,1,60,1.316,60,1.105E-6,4.094,-13.715
60,1,70,2.037,70,1.392E-6,4.248,-13.485
70,2,80,2.696,80,1.399E-6,4.382,-13.480
80,3,90,2.999,90,9.824E-7,4.500,-13.833
90,3,100,2.903,100,7.162E-7,4.605,-14.149
100,3,110,2.640,110,3.587E-7,4.700,-14.841
110,2,120,2.556,120,4.145E-7,4.787,-14.696
120,3,130,2.826,130,3.260E-7,4.868,-14.936
130,3,140,3.209,140,2.610E-7,4.942,-15.159
140,3,150,3.057,150,2.122E-7,5.011,-15.366
150,3,160,1.904,160,1.166E-7,5.075,-15.965
160,2,170,1.024,170,4.859E-8,5.136,-16.840
170,1,NaN,NaN,NaN,NaN,NaN,NaN
