Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.956,10,7.162E-4,2.303,-7.242
10,3,20,3.267,20,8.952E-5,2.996,-9.321
20,3,30,4.328,30,4.421E-5,3.401,-10.027
30,5,40,4.816,40,1.492E-5,3.689,-11.113
40,4,50,4.731,50,9.549E-6,3.912,-11.559
50,5,60,4.513,60,5.526E-6,4.094,-12.106
60,5,70,4.528,70,2.784E-6,4.248,-12.792
70,4,80,4.856,80,2.331E-6,4.382,-12.969
80,5,90,5.289,90,1.637E-6,4.500,-13.322
90,5,100,5.476,100,1.432E-6,4.605,-13.456
100,6,110,5.125,110,8.968E-7,4.700,-13.924
110,5,120,4.191,120,5.526E-7,4.787,-14.409
120,4,130,2.970,130,3.260E-7,4.868,-14.936
130,3,140,2.018,140,1.740E-7,4.942,-15.564
140,2,150,1.822,150,1.415E-7,5.011,-15.771
150,2,160,2.147,160,1.166E-7,5.075,-15.965
160,2,170,0.965,170,4.859E-8,5.136,-16.840
170,1,NaN,NaN,NaN,NaN,NaN,NaN
