Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.160,10,4.775E-4,2.303,-7.647
10,2,20,1.528,20,5.968E-5,2.996,-9.726
20,2,30,2.105,30,1.768E-5,3.401,-10.943
30,2,40,2.662,40,7.460E-6,3.689,-11.806
40,2,50,2.808,50,5.730E-6,3.912,-12.070
50,3,60,2.570,60,3.316E-6,4.094,-12.617
60,3,70,2.128,70,1.392E-6,4.248,-13.485
70,2,80,1.666,80,9.325E-7,4.382,-13.885
80,2,90,1.307,90,3.275E-7,4.500,-14.932
90,1,100,1.101,100,2.387E-7,4.605,-15.248
100,1,110,1.045,110,1.794E-7,4.700,-15.534
110,1,120,1.109,120,1.382E-7,4.787,-15.795
120,1,130,1.270,130,1.087E-7,4.868,-16.035
130,1,140,1.519,140,1.740E-7,4.942,-15.564
140,2,150,1.864,150,1.415E-7,5.011,-15.771
150,2,160,2.308,160,1.749E-7,5.075,-15.559
160,3,170,2.823,170,9.718E-8,5.136,-16.147
170,2,180,3.324,180,1.228E-7,5.193,-15.913
180,3,190,3.649,190,1.044E-7,5.247,-16.075
190,3,200,3.589,200,1.492E-7,5.298,-15.718
200,5,210,2.966,210,7.733E-8,5.347,-16.375
210,3,220,1.810,220,2.242E-8,5.394,-17.613
220,1,230,0.660,230,1.962E-8,5.438,-17.747
230,1,240,1.027,240,1.727E-8,5.481,-17.874
240,1,NaN,NaN,NaN,NaN,NaN,NaN
