Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.998,10,4.775E-4,2.303,-7.647
10,2,20,2.007,20,5.968E-5,2.996,-9.726
20,2,30,3.011,30,2.653E-5,3.401,-10.537
30,3,40,3.901,40,1.492E-5,3.689,-11.113
40,4,50,4.205,50,7.639E-6,3.912,-11.782
50,4,60,3.827,60,4.421E-6,4.094,-12.329
60,4,70,2.985,70,2.088E-6,4.248,-13.079
70,3,80,2.158,80,9.325E-7,4.382,-13.885
80,2,90,1.862,90,6.550E-7,4.500,-14.239
90,2,100,2.053,100,4.775E-7,4.605,-14.555
100,2,110,0.992,110,1.794E-7,4.700,-15.534
110,1,NaN,NaN,NaN,NaN,NaN,NaN
