Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.990,10,4.775E-4,2.303,-7.647
10,2,20,1.067,20,2.984E-5,2.996,-10.420
20,1,30,0.876,30,8.842E-6,3.401,-11.636
30,1,40,0.996,40,3.730E-6,3.689,-12.499
40,1,50,1.150,50,1.910E-6,3.912,-13.168
50,1,60,1.233,60,1.105E-6,4.094,-13.715
60,1,70,1.267,70,1.392E-6,4.248,-13.485
70,2,80,1.319,80,4.663E-7,4.382,-14.578
80,1,90,1.445,90,3.275E-7,4.500,-14.932
90,1,100,1.650,100,4.775E-7,4.605,-14.555
100,2,110,1.887,110,3.587E-7,4.700,-14.841
110,2,120,2.079,120,2.763E-7,4.787,-15.102
120,2,130,2.128,130,2.173E-7,4.868,-15.342
130,2,140,1.890,140,1.740E-7,4.942,-15.564
140,2,150,1.024,150,7.074E-8,5.011,-16.464
150,1,NaN,NaN,NaN,NaN,NaN,NaN
