Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.305,10,7.162E-4,2.303,-7.242
10,3,20,2.415,20,8.952E-5,2.996,-9.321
20,3,30,2.749,30,2.653E-5,3.401,-10.537
30,3,40,3.549,40,1.119E-5,3.689,-11.400
40,3,50,4.349,50,7.639E-6,3.912,-11.782
50,4,60,4.897,60,5.526E-6,4.094,-12.106
60,5,70,5.097,70,3.480E-6,4.248,-12.568
70,5,80,4.950,80,2.331E-6,4.382,-12.969
80,5,90,4.520,90,1.637E-6,4.500,-13.322
90,5,100,3.902,100,9.549E-7,4.605,-13.862
100,4,110,3.194,110,7.175E-7,4.700,-14.148
110,4,120,2.488,120,2.763E-7,4.787,-15.102
120,2,130,1.857,130,1.087E-7,4.868,-16.035
130,1,140,1.351,140,8.700E-8,4.942,-16.257
140,1,150,0.994,150,7.074E-8,5.011,-16.464
150,1,160,0.787,160,5.828E-8,5.075,-16.658
160,1,170,0.714,170,4.859E-8,5.136,-16.840
170,1,180,0.744,180,4.093E-8,5.193,-17.011
180,1,190,0.838,190,3.481E-8,5.247,-17.173
190,1,200,0.957,200,2.984E-8,5.298,-17.327
200,1,210,1.066,210,2.578E-8,5.347,-17.474
210,1,220,1.138,220,2.242E-8,5.394,-17.613
220,1,230,1.159,230,1.962E-8,5.438,-17.747
230,1,240,1.129,240,1.727E-8,5.481,-17.874
240,1,250,1.059,250,1.528E-8,5.521,-17.997
250,1,260,0.974,260,1.358E-8,5.561,-18.114
260,1,270,0.904,270,1.213E-8,5.598,-18.228
270,1,280,0.876,280,1.088E-8,5.635,-18.337
280,1,290,0.909,290,9.789E-9,5.670,-18.442
290,1,300,0.997,300,8.842E-9,5.704,-18.544
300,1,310,1.099,310,8.014E-9,5.737,-18.642
310,1,320,1.123,320,7.286E-9,5.768,-18.737
320,1,330,0.907,330,6.643E-9,5.799,-18.830
330,1,NaN,NaN,NaN,NaN,NaN,NaN
