Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.848,10,9.549E-4,2.303,-6.954
10,4,20,4.358,20,1.194E-4,2.996,-9.033
20,4,30,4.046,30,3.537E-5,3.401,-10.250
30,4,40,3.709,40,1.492E-5,3.689,-11.113
40,4,50,3.665,50,7.639E-6,3.912,-11.782
50,4,60,3.951,60,4.421E-6,4.094,-12.329
60,4,70,4.461,70,2.784E-6,4.248,-12.792
70,4,80,5.041,80,2.331E-6,4.382,-12.969
80,5,90,5.552,90,1.637E-6,4.500,-13.322
90,5,100,5.894,100,1.194E-6,4.605,-13.638
100,5,110,6.023,110,1.614E-6,4.700,-13.337
110,9,120,5.938,120,6.908E-7,4.787,-14.185
120,5,130,5.675,130,6.520E-7,4.868,-14.243
130,6,140,5.287,140,3.480E-7,4.942,-14.871
140,4,150,4.826,150,3.537E-7,5.011,-14.855
150,5,160,4.331,160,2.331E-7,5.075,-15.272
160,4,170,3.824,170,1.944E-7,5.136,-15.454
170,4,180,3.302,180,1.637E-7,5.193,-15.625
180,4,190,2.753,190,1.044E-7,5.247,-16.075
190,3,200,2.170,200,5.968E-8,5.298,-16.634
200,2,210,1.573,210,2.578E-8,5.347,-17.474
210,1,220,1.037,220,2.242E-8,5.394,-17.613
220,1,230,0.729,230,1.962E-8,5.438,-17.747
230,1,240,0.932,240,1.727E-8,5.481,-17.874
240,1,250,2.074,250,3.056E-8,5.521,-17.304
250,2,NaN,NaN,NaN,NaN,NaN,NaN
