Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,4.171,10,9.549E-4,2.303,-6.954
10,4,20,4.759,20,1.492E-4,2.996,-8.810
20,5,30,4.070,30,3.537E-5,3.401,-10.250
30,4,40,3.054,40,1.492E-5,3.689,-11.113
40,4,50,2.138,50,1.910E-6,3.912,-13.168
50,1,60,1.457,60,1.105E-6,4.094,-13.715
60,1,70,1.003,70,6.960E-7,4.248,-14.178
70,1,80,0.725,80,4.663E-7,4.382,-14.578
80,1,90,0.582,90,3.275E-7,4.500,-14.932
90,1,100,0.563,100,2.387E-7,4.605,-15.248
100,1,110,0.684,110,1.794E-7,4.700,-15.534
110,1,120,0.977,120,1.382E-7,4.787,-15.795
120,1,130,1.468,130,1.087E-7,4.868,-16.035
130,1,140,2.160,140,1.740E-7,4.942,-15.564
140,2,150,3.018,150,1.415E-7,5.011,-15.771
150,2,160,3.965,160,1.749E-7,5.075,-15.559
160,3,170,4.886,170,2.916E-7,5.136,-15.048
170,6,180,5.640,180,2.456E-7,5.193,-15.220
180,6,190,6.090,190,2.436E-7,5.247,-15.228
190,7,200,6.125,200,2.089E-7,5.298,-15.381
200,7,210,5.695,210,1.547E-7,5.347,-15.682
210,6,220,4.837,220,6.726E-8,5.394,-16.515
220,3,230,3.689,230,5.886E-8,5.438,-16.648
230,3,240,2.488,240,3.454E-8,5.481,-17.181
240,2,250,1.532,250,3.056E-8,5.521,-17.304
250,2,260,1.104,260,2.717E-8,5.561,-17.421
260,2,270,1.342,270,2.426E-8,5.598,-17.535
270,2,280,2.037,280,2.175E-8,5.635,-17.644
280,2,290,2.344,290,9.789E-9,5.670,-18.442
290,1,300,0.396,300,8.842E-9,5.704,-18.544
300,1,NaN,NaN,NaN,NaN,NaN,NaN
