Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.022,10,2.387E-4,2.303,-8.340
10,1,20,0.921,20,2.984E-5,2.996,-10.420
20,1,30,1.050,30,8.842E-6,3.401,-11.636
30,1,40,1.088,40,3.730E-6,3.689,-12.499
40,1,50,0.974,50,1.910E-6,3.912,-13.168
50,1,60,0.854,60,1.105E-6,4.094,-13.715
60,1,70,0.930,70,6.960E-7,4.248,-14.178
70,1,80,1.322,80,4.663E-7,4.382,-14.578
80,1,90,1.979,90,6.550E-7,4.500,-14.239
90,2,100,2.684,100,7.162E-7,4.605,-14.149
100,3,110,3.149,110,5.381E-7,4.700,-14.435
110,3,120,3.163,120,4.145E-7,4.787,-14.696
120,3,130,2.741,130,3.260E-7,4.868,-14.936
130,3,140,2.184,140,1.740E-7,4.942,-15.564
140,2,150,1.924,150,1.415E-7,5.011,-15.771
150,2,160,2.014,160,1.166E-7,5.075,-15.965
160,2,NaN,NaN,NaN,NaN,NaN,NaN
