Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,1.898,10,4.775E-4,2.303,-7.647
10,2,20,2.309,20,5.968E-5,2.996,-9.726
20,2,30,1.735,30,1.768E-5,3.401,-10.943
30,2,40,1.135,40,3.730E-6,3.689,-12.499
40,1,50,0.848,50,1.910E-6,3.912,-13.168
50,1,60,0.869,60,1.105E-6,4.094,-13.715
60,1,70,1.044,70,6.960E-7,4.248,-14.178
70,1,80,1.201,80,4.663E-7,4.382,-14.578
80,1,90,1.226,90,3.275E-7,4.500,-14.932
90,1,100,1.091,100,2.387E-7,4.605,-15.248
100,1,110,0.858,110,1.794E-7,4.700,-15.534
110,1,120,0.650,120,1.382E-7,4.787,-15.795
120,1,130,0.612,130,1.087E-7,4.868,-16.035
130,1,140,0.873,140,8.700E-8,4.942,-16.257
140,1,150,1.498,150,7.074E-8,5.011,-16.464
150,1,160,2.461,160,5.828E-8,5.075,-16.658
160,1,170,3.629,170,2.430E-7,5.136,-15.230
170,5,180,4.764,180,2.047E-7,5.193,-15.402
180,5,190,5.565,190,1.740E-7,5.247,-15.564
190,5,200,5.726,200,1.790E-7,5.298,-15.536
200,6,210,5.041,210,1.547E-7,5.347,-15.682
210,6,220,3.542,220,4.484E-8,5.394,-16.920
220,2,230,1.683,230,3.924E-8,5.438,-17.054
230,2,240,0.560,240,1.727E-8,5.481,-17.874
240,1,250,2.181,250,3.056E-8,5.521,-17.304
250,2,NaN,NaN,NaN,NaN,NaN,NaN
