Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.002,10,2.387E-4,2.303,-8.340
10,1,20,0.980,20,2.984E-5,2.996,-10.420
20,1,30,1.087,30,8.842E-6,3.401,-11.636
30,1,40,0.780,40,3.730E-6,3.689,-12.499
40,1,50,1.350,50,1.910E-6,3.912,-13.168
50,1,60,2.632,60,3.316E-6,4.094,-12.617
60,3,70,3.255,70,2.088E-6,4.248,-13.079
70,3,80,2.887,80,1.399E-6,4.382,-13.480
80,3,90,3.029,90,9.824E-7,4.500,-13.833
90,3,100,0.997,100,2.387E-7,4.605,-15.248
100,1,NaN,NaN,NaN,NaN,NaN,NaN
