Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,2.014,10,4.775E-4,2.303,-7.647
10,2,20,2.248,20,5.968E-5,2.996,-9.726
20,2,30,2.087,30,2.653E-5,3.401,-10.537
30,3,40,1.712,40,3.730E-6,3.689,-12.499
40,1,50,1.282,50,1.910E-6,3.912,-13.168
50,1,60,0.928,60,1.105E-6,4.094,-13.715
60,1,70,0.741,70,6.960E-7,4.248,-14.178
70,1,80,0.774,80,4.663E-7,4.382,-14.578
80,1,90,1.044,90,3.275E-7,4.500,-14.932
90,1,100,1.530,100,2.387E-7,4.605,-15.248
100,1,110,2.182,110,5.381E-7,4.700,-14.435
110,3,120,2.932,120,4.145E-7,4.787,-14.696
120,3,130,3.694,130,3.260E-7,4.868,-14.936
130,3,140,4.387,140,3.480E-7,4.942,-14.871
140,4,150,4.934,150,3.537E-7,5.011,-14.855
150,5,160,5.282,160,3.497E-7,5.075,-14.866
160,6,170,5.403,170,2.430E-7,5.136,-15.230
170,5,180,5.305,180,2.456E-7,5.193,-15.220
180,6,190,5.033,190,1.392E-7,5.247,-15.787
190,4,200,4.665,200,1.790E-7,5.298,-15.536
200,6,210,4.305,210,1.031E-7,5.347,-16.087
210,4,220,4.064,220,6.726E-8,5.394,-16.515
220,3,230,4.033,230,7.849E-8,5.438,-16.360
230,4,240,4.248,240,6.908E-8,5.481,-16.488
240,4,250,4.634,250,1.070E-7,5.521,-16.051
250,7,260,4.942,260,4.075E-8,5.561,-17.016
260,3,270,4.664,270,6.064E-8,5.598,-16.618
270,5,280,2.932,280,3.263E-8,5.635,-17.238
280,3,NaN,NaN,NaN,NaN,NaN,NaN
