Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,5.995,10,0.001,2.303,-6.731
10,5,20,5.586,20,2.387E-4,2.996,-8.340
20,8,30,4.856,30,3.537E-5,3.401,-10.250
30,4,40,4.005,40,1.119E-5,3.689,-11.400
40,3,50,3.168,50,5.730E-6,3.912,-12.070
50,3,60,2.426,60,3.316E-6,4.094,-12.617
60,3,70,1.822,70,1.392E-6,4.248,-13.485
70,2,80,1.370,80,4.663E-7,4.382,-14.578
80,1,90,1.066,90,3.275E-7,4.500,-14.932
90,1,100,0.890,100,2.387E-7,4.605,-15.248
100,1,110,0.817,110,1.794E-7,4.700,-15.534
110,1,120,0.821,120,1.382E-7,4.787,-15.795
120,1,130,0.872,130,1.087E-7,4.868,-16.035
130,1,140,0.948,140,8.700E-8,4.942,-16.257
140,1,150,1.026,150,7.074E-8,5.011,-16.464
150,1,160,1.093,160,5.828E-8,5.075,-16.658
160,1,170,1.137,170,4.859E-8,5.136,-16.840
170,1,180,1.154,180,4.093E-8,5.193,-17.011
180,1,190,1.144,190,3.481E-8,5.247,-17.173
190,1,200,1.109,200,2.984E-8,5.298,-17.327
200,1,210,1.056,210,2.578E-8,5.347,-17.474
210,1,220,0.993,220,2.242E-8,5.394,-17.613
220,1,230,0.930,230,1.962E-8,5.438,-17.747
230,1,240,0.876,240,1.727E-8,5.481,-17.874
240,1,250,0.840,250,1.528E-8,5.521,-17.997
250,1,260,0.828,260,1.358E-8,5.561,-18.114
260,1,270,0.847,270,1.213E-8,5.598,-18.228
270,1,280,0.899,280,1.088E-8,5.635,-18.337
280,1,290,0.986,290,9.789E-9,5.670,-18.442
290,1,300,1.107,300,8.842E-9,5.704,-18.544
300,1,310,1.256,310,8.014E-9,5.737,-18.642
310,1,320,1.430,320,7.286E-9,5.768,-18.737
320,1,330,1.620,330,6.643E-9,5.799,-18.830
330,1,340,1.818,340,1.215E-8,5.829,-18.226
340,2,350,2.013,350,2.227E-8,5.858,-17.620
350,4,360,2.197,360,1.023E-8,5.886,-18.398
360,2,370,2.358,370,4.713E-9,5.914,-19.173
370,1,380,2.483,380,8.701E-9,5.940,-18.560
380,2,390,2.561,390,1.207E-8,5.966,-18.232
390,3,400,2.575,400,1.119E-8,5.991,-18.308
400,3,410,2.506,410,1.039E-8,6.016,-18.382
410,3,420,2.327,420,6.445E-9,6.040,-18.860
420,2,430,2.003,430,6.005E-9,6.064,-18.931
430,2,440,1.484,440,2.803E-9,6.087,-19.693
440,1,450,0.700,450,2.620E-9,6.109,-19.760
450,1,NaN,NaN,NaN,NaN,NaN,NaN
