Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.939,10,2.387E-4,2.303,-8.340
10,1,20,1.183,20,2.984E-5,2.996,-10.420
20,1,30,0.940,30,8.842E-6,3.401,-11.636
30,1,40,0.840,40,3.730E-6,3.689,-12.499
40,1,50,0.940,50,1.910E-6,3.912,-13.168
50,1,60,1.097,60,1.105E-6,4.094,-13.715
60,1,70,1.169,70,6.960E-7,4.248,-14.178
70,1,80,1.106,80,4.663E-7,4.382,-14.578
80,1,90,0.950,90,3.275E-7,4.500,-14.932
90,1,100,0.803,100,2.387E-7,4.605,-15.248
100,1,110,0.771,110,1.794E-7,4.700,-15.534
110,1,120,0.914,120,1.382E-7,4.787,-15.795
120,1,130,1.226,130,1.087E-7,4.868,-16.035
130,1,140,1.624,140,8.700E-8,4.942,-16.257
140,1,150,1.981,150,1.415E-7,5.011,-15.771
150,2,160,2.173,160,1.749E-7,5.075,-15.559
160,3,170,2.138,170,9.718E-8,5.136,-16.147
170,2,180,1.918,180,8.187E-8,5.193,-16.318
180,2,190,1.676,190,3.481E-8,5.247,-17.173
190,1,200,1.631,200,5.968E-8,5.298,-16.634
200,2,210,1.888,210,5.156E-8,5.347,-16.781
210,2,220,2.110,220,4.484E-8,5.394,-16.920
220,2,230,0.984,230,1.962E-8,5.438,-17.747
230,1,NaN,NaN,NaN,NaN,NaN,NaN
