Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.939,10,2.387E-4,2.303,-8.340
10,1,20,1.122,20,2.984E-5,2.996,-10.420
20,1,30,1.032,30,8.842E-6,3.401,-11.636
30,1,40,0.931,40,3.730E-6,3.689,-12.499
40,1,50,0.905,50,1.910E-6,3.912,-13.168
50,1,60,0.949,60,1.105E-6,4.094,-13.715
60,1,70,1.022,70,6.960E-7,4.248,-14.178
70,1,80,1.081,80,4.663E-7,4.382,-14.578
80,1,90,1.099,90,3.275E-7,4.500,-14.932
90,1,100,1.071,100,2.387E-7,4.605,-15.248
100,1,110,1.008,110,1.794E-7,4.700,-15.534
110,1,120,0.936,120,1.382E-7,4.787,-15.795
120,1,130,0.882,130,1.087E-7,4.868,-16.035
130,1,140,0.870,140,8.700E-8,4.942,-16.257
140,1,150,0.910,150,7.074E-8,5.011,-16.464
150,1,160,1.002,160,5.828E-8,5.075,-16.658
160,1,170,1.133,170,4.859E-8,5.136,-16.840
170,1,180,1.283,180,4.093E-8,5.193,-17.011
180,1,190,1.431,190,3.481E-8,5.247,-17.173
190,1,200,1.564,200,5.968E-8,5.298,-16.634
200,2,210,1.686,210,5.156E-8,5.347,-16.781
210,2,220,1.820,220,4.484E-8,5.394,-16.920
220,2,230,2.004,230,3.924E-8,5.438,-17.054
230,2,240,2.279,240,3.454E-8,5.481,-17.181
240,2,250,2.660,250,3.056E-8,5.521,-17.304
250,2,260,3.084,260,5.433E-8,5.561,-16.728
260,4,270,3.337,270,3.639E-8,5.598,-17.129
270,3,280,2.942,280,3.263E-8,5.635,-17.238
280,3,290,1.016,290,9.789E-9,5.670,-18.442
290,1,NaN,NaN,NaN,NaN,NaN,NaN
