Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.686,10,4.775E-4,2.303,-7.647
10,2,20,3.710,20,8.952E-5,2.996,-9.321
20,3,30,4.016,30,3.537E-5,3.401,-10.250
30,4,40,3.696,40,1.492E-5,3.689,-11.113
40,4,50,3.264,50,7.639E-6,3.912,-11.782
50,4,60,2.903,60,3.316E-6,4.094,-12.617
60,3,70,2.632,70,1.392E-6,4.248,-13.485
70,2,80,2.415,80,9.325E-7,4.382,-13.885
80,2,90,2.214,90,6.550E-7,4.500,-14.239
90,2,100,2.014,100,4.775E-7,4.605,-14.555
100,2,110,1.822,110,3.587E-7,4.700,-14.841
110,2,120,1.658,120,2.763E-7,4.787,-15.102
120,2,130,1.540,130,2.173E-7,4.868,-15.342
130,2,140,1.473,140,1.740E-7,4.942,-15.564
140,2,150,1.444,150,7.074E-8,5.011,-16.464
150,1,160,1.421,160,5.828E-8,5.075,-16.658
160,1,170,1.372,170,4.859E-8,5.136,-16.840
170,1,180,1.275,180,4.093E-8,5.193,-17.011
180,1,190,1.139,190,3.481E-8,5.247,-17.173
190,1,200,1.021,200,2.984E-8,5.298,-17.327
200,1,210,1.029,210,5.156E-8,5.347,-16.781
210,2,220,1.299,220,4.484E-8,5.394,-16.920
220,2,230,1.943,230,3.924E-8,5.438,-17.054
230,2,240,2.944,240,3.454E-8,5.481,-17.181
240,2,250,3.990,250,3.056E-8,5.521,-17.304
250,2,260,4.218,260,9.508E-8,5.561,-16.169
260,7,270,1.859,270,1.213E-8,5.598,-18.228
270,1,NaN,NaN,NaN,NaN,NaN,NaN
