Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,10,10,6.629,10,0.002,2.303,-6.394
10,7,20,5.321,20,1.194E-4,2.996,-9.033
20,4,30,2.253,30,2.653E-5,3.401,-10.537
30,3,40,1.319,40,1.119E-5,3.689,-11.400
40,3,50,2.659,50,3.820E-6,3.912,-12.475
50,2,60,5.002,60,3.316E-6,4.094,-12.617
60,3,70,7.013,70,4.176E-6,4.248,-12.386
70,6,80,7.921,80,5.129E-6,4.382,-12.181
80,11,90,7.650,90,2.620E-6,4.500,-12.852
90,8,100,6.649,100,1.432E-6,4.605,-13.456
100,6,110,5.579,110,8.968E-7,4.700,-13.924
110,5,120,4.996,120,6.908E-7,4.787,-14.185
120,5,130,5.115,130,3.260E-7,4.868,-14.936
130,3,140,5.714,140,6.960E-7,4.942,-14.178
140,8,150,6.220,150,5.659E-7,5.011,-14.385
150,8,160,5.952,160,1.749E-7,5.075,-15.559
160,3,170,4.494,170,2.916E-7,5.136,-15.048
170,6,180,2.122,180,4.093E-8,5.193,-17.011
180,1,190,0.172,190,3.481E-8,5.247,-17.173
190,1,200,1.219,200,2.984E-8,5.298,-17.327
200,1,NaN,NaN,NaN,NaN,NaN,NaN
