Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.073,10,2.387E-4,2.303,-8.340
10,1,20,0.781,20,2.984E-5,2.996,-10.420
20,1,30,1.079,30,8.842E-6,3.401,-11.636
30,1,40,1.212,40,3.730E-6,3.689,-12.499
40,1,50,1.038,50,1.910E-6,3.912,-13.168
50,1,60,0.782,60,1.105E-6,4.094,-13.715
60,1,70,0.766,70,6.960E-7,4.248,-14.178
70,1,80,1.207,80,4.663E-7,4.382,-14.578
80,1,90,2.090,90,6.550E-7,4.500,-14.239
90,2,100,3.168,100,7.162E-7,4.605,-14.149
100,3,110,4.059,110,7.175E-7,4.700,-14.148
110,4,120,4.419,120,6.908E-7,4.787,-14.185
120,5,130,4.129,130,4.347E-7,4.868,-14.649
130,4,140,3.421,140,2.610E-7,4.942,-15.159
140,3,150,2.831,150,2.122E-7,5.011,-15.366
150,3,160,2.849,160,1.749E-7,5.075,-15.559
160,3,170,3.116,170,1.458E-7,5.136,-15.741
170,3,180,0.979,180,4.093E-8,5.193,-17.011
180,1,NaN,NaN,NaN,NaN,NaN,NaN
