Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.038,10,2.387E-4,2.303,-8.340
10,1,20,0.952,20,2.984E-5,2.996,-10.420
20,1,30,0.952,30,8.842E-6,3.401,-11.636
30,1,40,0.982,40,3.730E-6,3.689,-12.499
40,1,50,1.024,50,1.910E-6,3.912,-13.168
50,1,60,1.082,60,1.105E-6,4.094,-13.715
60,1,70,1.167,70,6.960E-7,4.248,-14.178
70,1,80,1.292,80,4.663E-7,4.382,-14.578
80,1,90,1.459,90,6.550E-7,4.500,-14.239
90,2,100,1.664,100,4.775E-7,4.605,-14.555
100,2,110,1.893,110,3.587E-7,4.700,-14.841
110,2,120,2.121,120,2.763E-7,4.787,-15.102
120,2,130,2.324,130,2.173E-7,4.868,-15.342
130,2,140,2.473,140,1.740E-7,4.942,-15.564
140,2,150,2.546,150,1.415E-7,5.011,-15.771
150,2,160,2.528,160,1.749E-7,5.075,-15.559
160,3,170,2.417,170,1.458E-7,5.136,-15.741
170,3,180,2.227,180,1.228E-7,5.193,-15.913
180,3,190,1.984,190,6.961E-8,5.247,-16.480
190,2,200,1.732,200,2.984E-8,5.298,-17.327
200,1,210,1.522,210,2.578E-8,5.347,-17.474
210,1,220,1.405,220,2.242E-8,5.394,-17.613
220,1,230,1.424,230,3.924E-8,5.438,-17.054
230,2,240,1.595,240,3.454E-8,5.481,-17.181
240,2,250,1.885,250,3.056E-8,5.521,-17.304
250,2,260,2.189,260,2.717E-8,5.561,-17.421
260,2,270,2.292,270,2.426E-8,5.598,-17.535
270,2,280,1.834,280,2.175E-8,5.635,-17.644
280,2,NaN,NaN,NaN,NaN,NaN,NaN
