Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.857,10,2.387E-4,2.303,-8.340
10,1,20,1.383,20,2.984E-5,2.996,-10.420
20,1,30,1.804,30,1.768E-5,3.401,-10.943
30,2,40,1.974,40,7.460E-6,3.689,-11.806
40,2,50,1.906,50,3.820E-6,3.912,-12.475
50,2,60,1.684,60,2.210E-6,4.094,-13.022
60,2,70,1.409,70,6.960E-7,4.248,-14.178
70,1,80,1.162,80,4.663E-7,4.382,-14.578
80,1,90,0.993,90,3.275E-7,4.500,-14.932
90,1,100,0.916,100,2.387E-7,4.605,-15.248
100,1,110,0.914,110,1.794E-7,4.700,-15.534
110,1,120,0.957,120,1.382E-7,4.787,-15.795
120,1,130,1.005,130,1.087E-7,4.868,-16.035
130,1,140,1.028,140,8.700E-8,4.942,-16.257
140,1,150,1.013,150,7.074E-8,5.011,-16.464
150,1,160,0.967,160,5.828E-8,5.075,-16.658
160,1,170,0.919,170,4.859E-8,5.136,-16.840
170,1,180,0.913,180,4.093E-8,5.193,-17.011
180,1,190,1.000,190,3.481E-8,5.247,-17.173
190,1,200,1.226,200,2.984E-8,5.298,-17.327
200,1,210,1.615,210,2.578E-8,5.347,-17.474
210,1,220,2.152,220,4.484E-8,5.394,-16.920
220,2,230,2.779,230,7.849E-8,5.438,-16.360
230,4,240,3.387,240,6.908E-8,5.481,-16.488
240,4,250,3.822,250,4.584E-8,5.521,-16.898
250,3,260,3.913,260,4.075E-8,5.561,-17.016
260,3,270,3.511,270,4.852E-8,5.598,-16.841
270,4,280,2.565,280,3.263E-8,5.635,-17.238
280,3,290,1.227,290,9.789E-9,5.670,-18.442
290,1,NaN,NaN,NaN,NaN,NaN,NaN
