Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,2.004,10,4.775E-4,2.303,-7.647
10,2,20,1.989,20,5.968E-5,2.996,-9.726
20,2,30,1.991,30,1.768E-5,3.401,-10.943
30,2,40,2.012,40,7.460E-6,3.689,-11.806
40,2,50,2.035,50,3.820E-6,3.912,-12.475
50,2,60,2.033,60,2.210E-6,4.094,-13.022
60,2,70,1.984,70,1.392E-6,4.248,-13.485
70,2,80,1.872,80,9.325E-7,4.382,-13.885
80,2,90,1.694,90,6.550E-7,4.500,-14.239
90,2,100,1.465,100,2.387E-7,4.605,-15.248
100,1,110,1.213,110,1.794E-7,4.700,-15.534
110,1,120,0.977,120,1.382E-7,4.787,-15.795
120,1,130,0.804,130,1.087E-7,4.868,-16.035
130,1,140,0.740,140,8.700E-8,4.942,-16.257
140,1,150,0.820,150,7.074E-8,5.011,-16.464
150,1,160,1.064,160,5.828E-8,5.075,-16.658
160,1,170,1.466,170,4.859E-8,5.136,-16.840
170,1,180,1.992,180,8.187E-8,5.193,-16.318
180,2,190,2.573,190,6.961E-8,5.247,-16.480
190,2,200,3.113,200,1.194E-7,5.298,-15.941
200,4,210,3.496,210,1.031E-7,5.347,-16.087
210,4,220,3.608,220,6.726E-8,5.394,-16.515
220,3,230,3.362,230,5.886E-8,5.438,-16.648
230,3,240,2.744,240,5.181E-8,5.481,-16.776
240,3,250,1.873,250,3.056E-8,5.521,-17.304
250,2,260,1.073,260,1.358E-8,5.561,-18.114
260,1,NaN,NaN,NaN,NaN,NaN,NaN
