Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,3.046,10,7.162E-4,2.303,-7.242
10,3,20,1.824,20,5.968E-5,2.996,-9.726
20,2,30,1.209,30,8.842E-6,3.401,-11.636
30,1,40,0.973,40,3.730E-6,3.689,-12.499
40,1,50,0.937,50,1.910E-6,3.912,-13.168
50,1,60,0.978,60,1.105E-6,4.094,-13.715
60,1,70,1.018,70,6.960E-7,4.248,-14.178
70,1,80,1.026,80,4.663E-7,4.382,-14.578
80,1,90,1.003,90,3.275E-7,4.500,-14.932
90,1,100,0.974,100,2.387E-7,4.605,-15.248
100,1,110,0.977,110,1.794E-7,4.700,-15.534
110,1,120,1.052,120,1.382E-7,4.787,-15.795
120,1,130,1.232,130,1.087E-7,4.868,-16.035
130,1,140,1.536,140,1.740E-7,4.942,-15.564
140,2,150,1.960,150,1.415E-7,5.011,-15.771
150,2,160,2.478,160,1.166E-7,5.075,-15.965
160,2,170,3.038,170,1.458E-7,5.136,-15.741
170,3,180,3.571,180,1.637E-7,5.193,-15.625
180,4,190,3.990,190,1.392E-7,5.247,-15.787
190,4,200,4.208,200,1.194E-7,5.298,-15.941
200,4,210,4.147,210,1.031E-7,5.347,-16.087
210,4,220,3.755,220,8.968E-8,5.394,-16.227
220,4,230,3.034,230,5.886E-8,5.438,-16.648
230,3,240,2.052,240,3.454E-8,5.481,-17.181
240,2,250,0.982,250,1.528E-8,5.521,-17.997
250,1,NaN,NaN,NaN,NaN,NaN,NaN
