Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,4.287,10,9.549E-4,2.303,-6.954
10,4,20,3.266,20,1.194E-4,2.996,-9.033
20,4,30,3.221,30,2.653E-5,3.401,-10.537
30,3,40,3.325,40,1.119E-5,3.689,-11.400
40,3,50,3.216,50,5.730E-6,3.912,-12.070
50,3,60,2.823,60,3.316E-6,4.094,-12.617
60,3,70,2.230,70,1.392E-6,4.248,-13.485
70,2,80,1.587,80,9.325E-7,4.382,-13.885
80,2,90,1.045,90,3.275E-7,4.500,-14.932
90,1,100,0.715,100,2.387E-7,4.605,-15.248
100,1,110,0.658,110,1.794E-7,4.700,-15.534
110,1,120,0.875,120,1.382E-7,4.787,-15.795
120,1,130,1.316,130,1.087E-7,4.868,-16.035
130,1,140,1.897,140,8.700E-8,4.942,-16.257
140,1,150,2.516,150,7.074E-8,5.011,-16.464
150,1,160,3.069,160,2.331E-7,5.075,-15.272
160,4,170,3.471,170,1.944E-7,5.136,-15.454
170,4,180,3.663,180,2.456E-7,5.193,-15.220
180,6,190,3.626,190,1.044E-7,5.247,-16.075
190,3,200,3.380,200,8.952E-8,5.298,-16.229
200,3,210,2.978,210,5.156E-8,5.347,-16.781
210,2,220,2.505,220,4.484E-8,5.394,-16.920
220,2,230,2.057,230,3.924E-8,5.438,-17.054
230,2,240,1.727,240,3.454E-8,5.481,-17.181
240,2,250,1.588,250,3.056E-8,5.521,-17.304
250,2,260,1.674,260,2.717E-8,5.561,-17.421
260,2,270,1.966,270,2.426E-8,5.598,-17.535
270,2,280,2.386,280,2.175E-8,5.635,-17.644
280,2,290,2.802,290,2.937E-8,5.670,-17.343
290,3,300,3.050,300,2.653E-8,5.704,-17.445
300,3,310,2.969,310,2.404E-8,5.737,-17.544
310,3,320,2.474,320,1.457E-8,5.768,-18.044
320,2,330,1.651,330,1.329E-8,5.799,-18.137
330,2,340,0.895,340,6.074E-9,5.829,-18.919
340,1,350,1.095,350,5.568E-9,5.858,-19.006
350,1,NaN,NaN,NaN,NaN,NaN,NaN
