Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.233,10,2.387E-4,2.303,-8.340
10,1,20,0.478,20,2.984E-5,2.996,-10.420
20,1,30,0.923,30,8.842E-6,3.401,-11.636
30,1,40,1.365,40,3.730E-6,3.689,-12.499
40,1,50,1.422,50,1.910E-6,3.912,-13.168
50,1,60,1.140,60,1.105E-6,4.094,-13.715
60,1,70,0.746,70,6.960E-7,4.248,-14.178
70,1,80,0.473,80,4.663E-7,4.382,-14.578
80,1,90,0.479,90,3.275E-7,4.500,-14.932
90,1,100,0.814,100,2.387E-7,4.605,-15.248
100,1,110,1.418,110,1.794E-7,4.700,-15.534
110,1,120,2.160,120,1.382E-7,4.787,-15.795
120,1,130,2.875,130,2.173E-7,4.868,-15.342
130,2,140,3.404,140,3.480E-7,4.942,-14.871
140,4,150,3.635,150,3.537E-7,5.011,-14.855
150,5,160,3.521,160,2.331E-7,5.075,-15.272
160,4,170,3.097,170,1.458E-7,5.136,-15.741
170,3,180,2.461,180,8.187E-8,5.193,-16.318
180,2,190,1.762,190,3.481E-8,5.247,-17.173
190,1,200,1.155,200,2.984E-8,5.298,-17.327
200,1,210,0.767,210,2.578E-8,5.347,-17.474
210,1,220,0.657,220,2.242E-8,5.394,-17.613
220,1,230,0.789,230,1.962E-8,5.438,-17.747
230,1,240,1.030,240,1.727E-8,5.481,-17.874
240,1,250,1.189,250,1.528E-8,5.521,-17.997
250,1,260,1.118,260,1.358E-8,5.561,-18.114
260,1,270,0.877,270,1.213E-8,5.598,-18.228
270,1,280,1.012,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
