Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,2.986,10,7.162E-4,2.303,-7.242
10,3,20,1.059,20,2.984E-5,2.996,-10.420
20,1,30,0.920,30,8.842E-6,3.401,-11.636
30,1,40,1.035,40,3.730E-6,3.689,-12.499
40,1,50,1.012,50,1.910E-6,3.912,-13.168
50,1,60,0.943,60,1.105E-6,4.094,-13.715
60,1,70,1.006,70,6.960E-7,4.248,-14.178
70,1,80,1.269,80,4.663E-7,4.382,-14.578
80,1,90,1.654,90,6.550E-7,4.500,-14.239
90,2,100,1.994,100,4.775E-7,4.605,-14.555
100,2,110,2.143,110,3.587E-7,4.700,-14.841
110,2,120,2.075,120,2.763E-7,4.787,-15.102
120,2,130,1.922,130,2.173E-7,4.868,-15.342
130,2,140,1.906,140,1.740E-7,4.942,-15.564
140,2,150,2.102,150,1.415E-7,5.011,-15.771
150,2,160,1.974,160,1.166E-7,5.075,-15.965
160,2,NaN,NaN,NaN,NaN,NaN,NaN
