Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.309,10,7.162E-4,2.303,-7.242
10,3,20,3.056,20,1.194E-4,2.996,-9.033
20,4,30,2.635,30,1.768E-5,3.401,-10.943
30,2,40,2.273,40,7.460E-6,3.689,-11.806
40,2,50,2.008,50,3.820E-6,3.912,-12.475
50,2,60,1.798,60,2.210E-6,4.094,-13.022
60,2,70,1.591,70,1.392E-6,4.248,-13.485
70,2,80,1.359,80,4.663E-7,4.382,-14.578
80,1,90,1.114,90,3.275E-7,4.500,-14.932
90,1,100,0.898,100,2.387E-7,4.605,-15.248
100,1,110,0.777,110,1.794E-7,4.700,-15.534
110,1,120,0.816,120,1.382E-7,4.787,-15.795
120,1,130,1.062,130,1.087E-7,4.868,-16.035
130,1,140,1.531,140,8.700E-8,4.942,-16.257
140,1,150,2.197,150,1.415E-7,5.011,-15.771
150,2,160,2.992,160,1.749E-7,5.075,-15.559
160,3,170,3.808,170,1.944E-7,5.136,-15.454
170,4,180,4.518,180,2.047E-7,5.193,-15.402
180,5,190,4.991,190,1.740E-7,5.247,-15.564
190,5,200,5.120,200,1.492E-7,5.298,-15.718
200,5,210,4.845,210,1.289E-7,5.347,-15.864
210,5,220,4.179,220,8.968E-8,5.394,-16.227
220,4,230,3.218,230,5.886E-8,5.438,-16.648
230,3,240,2.144,240,3.454E-8,5.481,-17.181
240,2,250,1.197,250,1.528E-8,5.521,-17.997
250,1,260,0.627,260,1.358E-8,5.561,-18.114
260,1,270,0.599,270,1.213E-8,5.598,-18.228
270,1,280,1.055,280,1.088E-8,5.635,-18.337
280,1,290,1.508,290,9.789E-9,5.670,-18.442
290,1,300,0.775,300,8.842E-9,5.704,-18.544
300,1,NaN,NaN,NaN,NaN,NaN,NaN
