Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.005,10,2.387E-4,2.303,-8.340
10,1,20,1.014,20,2.984E-5,2.996,-10.420
20,1,30,0.912,30,8.842E-6,3.401,-11.636
30,1,40,1.016,40,3.730E-6,3.689,-12.499
40,1,50,1.311,50,1.910E-6,3.912,-13.168
50,1,60,1.660,60,2.210E-6,4.094,-13.022
60,2,70,1.937,70,1.392E-6,4.248,-13.485
70,2,80,2.091,80,9.325E-7,4.382,-13.885
80,2,90,2.149,90,6.550E-7,4.500,-14.239
90,2,100,2.192,100,4.775E-7,4.605,-14.555
100,2,110,2.309,110,5.381E-7,4.700,-14.435
110,3,120,2.542,120,2.763E-7,4.787,-15.102
120,2,130,2.847,130,3.260E-7,4.868,-14.936
130,3,140,3.084,140,2.610E-7,4.942,-15.159
140,3,150,3.044,150,2.122E-7,5.011,-15.366
150,3,160,2.545,160,1.749E-7,5.075,-15.559
160,3,170,1.601,170,4.859E-8,5.136,-16.840
170,1,180,0.678,180,4.093E-8,5.193,-17.011
180,1,190,1.064,190,3.481E-8,5.247,-17.173
190,1,NaN,NaN,NaN,NaN,NaN,NaN
