Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.998,10,4.775E-4,2.303,-7.647
10,2,20,2.010,20,5.968E-5,2.996,-9.726
20,2,30,0.971,30,8.842E-6,3.401,-11.636
30,1,40,1.048,40,3.730E-6,3.689,-12.499
40,1,50,1.949,50,3.820E-6,3.912,-12.475
50,2,60,3.035,60,3.316E-6,4.094,-12.617
60,3,70,3.985,70,2.784E-6,4.248,-12.792
70,4,80,4.004,80,1.865E-6,4.382,-13.192
80,4,90,3.000,90,9.824E-7,4.500,-13.833
90,3,NaN,NaN,NaN,NaN,NaN,NaN
