Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,2.853,10,7.162E-4,2.303,-7.242
10,3,20,2.533,20,5.968E-5,2.996,-9.726
20,2,30,2.598,30,2.653E-5,3.401,-10.537
30,3,40,2.751,40,1.119E-5,3.689,-11.400
40,3,50,2.793,50,5.730E-6,3.912,-12.070
50,3,60,2.639,60,2.210E-6,4.094,-13.022
60,2,70,2.300,70,1.392E-6,4.248,-13.485
70,2,80,1.861,80,9.325E-7,4.382,-13.885
80,2,90,1.444,90,6.550E-7,4.500,-14.239
90,2,100,1.169,100,2.387E-7,4.605,-15.248
100,1,110,1.134,110,1.794E-7,4.700,-15.534
110,1,120,1.380,120,2.763E-7,4.787,-15.102
120,2,130,1.890,130,2.173E-7,4.868,-15.342
130,2,140,2.585,140,8.700E-8,4.942,-16.257
140,1,150,3.335,150,2.122E-7,5.011,-15.366
150,3,160,3.984,160,4.080E-7,5.075,-14.712
160,7,170,4.384,170,1.458E-7,5.136,-15.741
170,3,180,4.420,180,1.228E-7,5.193,-15.913
180,3,190,4.050,190,1.392E-7,5.247,-15.787
190,4,200,3.326,200,1.790E-7,5.298,-15.536
200,6,210,2.399,210,2.578E-8,5.347,-17.474
210,1,220,1.501,220,2.242E-8,5.394,-17.613
220,1,230,0.890,230,1.962E-8,5.438,-17.747
230,1,240,0.741,240,1.727E-8,5.481,-17.874
240,1,250,0.984,250,1.528E-8,5.521,-17.997
250,1,260,1.056,260,1.358E-8,5.561,-18.114
260,1,NaN,NaN,NaN,NaN,NaN,NaN
