Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,3.122,10,7.162E-4,2.303,-7.242
10,3,20,2.593,20,8.952E-5,2.996,-9.321
20,3,30,3.120,30,2.653E-5,3.401,-10.537
30,3,40,3.737,40,1.119E-5,3.689,-11.400
40,3,50,3.911,50,7.639E-6,3.912,-11.782
50,4,60,3.509,60,5.526E-6,4.094,-12.106
60,5,70,2.690,70,1.392E-6,4.248,-13.485
70,2,80,1.753,80,4.663E-7,4.382,-14.578
80,1,90,1.001,90,3.275E-7,4.500,-14.932
90,1,100,0.634,100,2.387E-7,4.605,-15.248
100,1,110,0.700,110,1.794E-7,4.700,-15.534
110,1,120,1.100,120,1.382E-7,4.787,-15.795
120,1,130,1.645,130,2.173E-7,4.868,-15.342
130,2,140,2.137,140,8.700E-8,4.942,-16.257
140,1,150,2.450,150,2.122E-7,5.011,-15.366
150,3,160,2.555,160,1.749E-7,5.075,-15.559
160,3,170,2.449,170,9.718E-8,5.136,-16.147
170,2,180,1.895,180,8.187E-8,5.193,-16.318
180,2,NaN,NaN,NaN,NaN,NaN,NaN
