Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.980,10,2.387E-4,2.303,-8.340
10,1,20,1.014,20,2.984E-5,2.996,-10.420
20,1,30,1.062,30,8.842E-6,3.401,-11.636
30,1,40,1.011,40,3.730E-6,3.689,-12.499
40,1,50,0.918,50,1.910E-6,3.912,-13.168
50,1,60,0.878,60,1.105E-6,4.094,-13.715
60,1,70,0.958,70,6.960E-7,4.248,-14.178
70,1,80,1.171,80,4.663E-7,4.382,-14.578
80,1,90,1.480,90,3.275E-7,4.500,-14.932
90,1,100,1.820,100,4.775E-7,4.605,-14.555
100,2,110,2.117,110,5.381E-7,4.700,-14.435
110,3,120,2.318,120,2.763E-7,4.787,-15.102
120,2,130,2.399,130,2.173E-7,4.868,-15.342
130,2,140,2.371,140,1.740E-7,4.942,-15.564
140,2,150,2.275,150,2.122E-7,5.011,-15.366
150,3,160,2.160,160,1.166E-7,5.075,-15.965
160,2,170,2.068,170,9.718E-8,5.136,-16.147
170,2,180,2.018,180,8.187E-8,5.193,-16.318
180,2,190,1.996,190,6.961E-8,5.247,-16.480
190,2,200,1.981,200,5.968E-8,5.298,-16.634
200,2,210,2.006,210,5.156E-8,5.347,-16.781
210,2,NaN,NaN,NaN,NaN,NaN,NaN
