Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,4.016,10,9.549E-4,2.303,-6.954
10,4,20,4.444,20,1.194E-4,2.996,-9.033
20,4,30,4.089,30,4.421E-5,3.401,-10.027
30,5,40,3.328,40,1.492E-5,3.689,-11.113
40,4,50,2.434,50,1.910E-6,3.912,-13.168
50,1,60,1.597,60,1.105E-6,4.094,-13.715
60,1,70,0.936,70,6.960E-7,4.248,-14.178
70,1,80,0.516,80,4.663E-7,4.382,-14.578
80,1,90,0.359,90,3.275E-7,4.500,-14.932
90,1,100,0.450,100,2.387E-7,4.605,-15.248
100,1,110,0.749,110,1.794E-7,4.700,-15.534
110,1,120,1.200,120,1.382E-7,4.787,-15.795
120,1,130,1.734,130,1.087E-7,4.868,-16.035
130,1,140,2.280,140,8.700E-8,4.942,-16.257
140,1,150,2.770,150,1.415E-7,5.011,-15.771
150,2,160,3.143,160,2.331E-7,5.075,-15.272
160,4,170,3.354,170,2.430E-7,5.136,-15.230
170,5,180,3.377,180,1.637E-7,5.193,-15.625
180,4,190,3.208,190,1.044E-7,5.247,-16.075
190,3,200,2.866,200,5.968E-8,5.298,-16.634
200,2,210,2.396,210,5.156E-8,5.347,-16.781
210,2,220,1.864,220,4.484E-8,5.394,-16.920
220,2,230,1.349,230,1.962E-8,5.438,-17.747
230,1,240,0.939,240,1.727E-8,5.481,-17.874
240,1,250,0.708,250,1.528E-8,5.521,-17.997
250,1,260,0.699,260,1.358E-8,5.561,-18.114
260,1,270,0.895,270,1.213E-8,5.598,-18.228
270,1,280,1.183,280,1.088E-8,5.635,-18.337
280,1,290,1.308,290,9.789E-9,5.670,-18.442
290,1,300,0.814,300,8.842E-9,5.704,-18.544
300,1,NaN,NaN,NaN,NaN,NaN,NaN
