Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,1.977,10,4.775E-4,2.303,-7.647
10,2,20,2.120,20,5.968E-5,2.996,-9.726
20,2,30,1.760,30,1.768E-5,3.401,-10.943
30,2,40,1.221,40,3.730E-6,3.689,-12.499
40,1,50,0.923,50,1.910E-6,3.912,-13.168
50,1,60,0.944,60,1.105E-6,4.094,-13.715
60,1,70,1.078,70,6.960E-7,4.248,-14.178
70,1,80,1.085,80,4.663E-7,4.382,-14.578
80,1,90,0.910,90,3.275E-7,4.500,-14.932
90,1,100,0.765,100,2.387E-7,4.605,-15.248
100,1,110,1.005,110,1.794E-7,4.700,-15.534
110,1,120,1.855,120,1.382E-7,4.787,-15.795
120,1,130,3.105,130,4.347E-7,4.868,-14.649
130,4,140,3.984,140,3.480E-7,4.942,-14.871
140,4,150,3.512,150,2.122E-7,5.011,-15.366
150,3,160,1.697,160,1.166E-7,5.075,-15.965
160,2,170,2.057,170,9.718E-8,5.136,-16.147
170,2,NaN,NaN,NaN,NaN,NaN,NaN
