Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,2.045,10,4.775E-4,2.303,-7.647
10,2,20,1.875,20,5.968E-5,2.996,-9.726
20,2,30,2.061,30,1.768E-5,3.401,-10.943
30,2,40,1.901,40,7.460E-6,3.689,-11.806
40,2,50,1.415,50,1.910E-6,3.912,-13.168
50,1,60,0.893,60,1.105E-6,4.094,-13.715
60,1,70,0.626,70,6.960E-7,4.248,-14.178
70,1,80,0.777,80,4.663E-7,4.382,-14.578
80,1,90,1.348,90,3.275E-7,4.500,-14.932
90,1,100,2.209,100,4.775E-7,4.605,-14.555
100,2,110,3.156,110,5.381E-7,4.700,-14.435
110,3,120,3.979,120,5.526E-7,4.787,-14.409
120,4,130,4.519,130,5.433E-7,4.868,-14.426
130,5,140,4.704,140,4.350E-7,4.942,-14.648
140,5,150,4.558,150,2.829E-7,5.011,-15.078
150,4,160,4.175,160,2.331E-7,5.075,-15.272
160,4,170,3.684,170,1.944E-7,5.136,-15.454
170,4,180,3.192,180,1.228E-7,5.193,-15.913
180,3,190,2.737,190,1.044E-7,5.247,-16.075
190,3,200,2.279,200,5.968E-8,5.298,-16.634
200,2,210,1.744,210,5.156E-8,5.347,-16.781
210,2,220,1.163,220,2.242E-8,5.394,-17.613
220,1,230,0.959,230,1.962E-8,5.438,-17.747
230,1,NaN,NaN,NaN,NaN,NaN,NaN
