Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.022,10,2.387E-4,2.303,-8.340
10,1,20,0.907,20,2.984E-5,2.996,-10.420
20,1,30,1.089,30,8.842E-6,3.401,-11.636
30,1,40,1.088,40,3.730E-6,3.689,-12.499
40,1,50,0.924,50,1.910E-6,3.912,-13.168
50,1,60,0.817,60,1.105E-6,4.094,-13.715
60,1,70,0.967,70,6.960E-7,4.248,-14.178
70,1,80,1.417,80,4.663E-7,4.382,-14.578
80,1,90,2.037,90,6.550E-7,4.500,-14.239
90,2,100,2.576,100,7.162E-7,4.605,-14.149
100,3,110,2.788,110,5.381E-7,4.700,-14.435
110,3,120,2.568,120,2.763E-7,4.787,-15.102
120,2,130,2.041,130,2.173E-7,4.868,-15.342
130,2,140,1.527,140,1.740E-7,4.942,-15.564
140,2,150,1.288,150,7.074E-8,5.011,-16.464
150,1,160,0.944,160,5.828E-8,5.075,-16.658
160,1,NaN,NaN,NaN,NaN,NaN,NaN
