Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.981,10,7.162E-4,2.303,-7.242
10,3,20,1.082,20,2.984E-5,2.996,-10.420
20,1,30,0.907,30,8.842E-6,3.401,-11.636
30,1,40,0.969,40,3.730E-6,3.689,-12.499
40,1,50,1.009,50,1.910E-6,3.912,-13.168
50,1,60,1.245,60,1.105E-6,4.094,-13.715
60,1,70,1.866,70,1.392E-6,4.248,-13.485
70,2,80,2.800,80,1.399E-6,4.382,-13.480
80,3,90,3.713,90,1.310E-6,4.500,-13.546
90,4,100,4.179,100,7.162E-7,4.605,-14.149
100,3,110,3.950,110,8.968E-7,4.700,-13.924
110,5,120,3.154,120,4.145E-7,4.787,-14.696
120,3,130,2.294,130,2.173E-7,4.868,-15.342
130,2,140,1.819,140,1.740E-7,4.942,-15.564
140,2,150,1.033,150,7.074E-8,5.011,-16.464
150,1,NaN,NaN,NaN,NaN,NaN,NaN
