Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,5.569,10,0.001,2.303,-6.731
10,5,20,6.861,20,2.686E-4,2.996,-8.222
20,9,30,4.168,30,1.768E-5,3.401,-10.943
30,2,40,1.467,40,3.730E-6,3.689,-12.499
40,1,50,0.129,50,1.910E-6,3.912,-13.168
50,1,60,0.131,60,1.105E-6,4.094,-13.715
60,1,70,0.891,70,6.960E-7,4.248,-14.178
70,1,80,1.786,80,4.663E-7,4.382,-14.578
80,1,90,2.420,90,6.550E-7,4.500,-14.239
90,2,100,2.710,100,7.162E-7,4.605,-14.149
100,3,110,2.848,110,5.381E-7,4.700,-14.435
110,3,120,3.179,120,2.763E-7,4.787,-15.102
120,2,130,4.048,130,5.433E-7,4.868,-14.426
130,5,140,5.651,140,6.960E-7,4.942,-14.178
140,8,150,7.921,150,4.951E-7,5.011,-14.518
150,7,160,10.477,160,4.663E-7,5.075,-14.578
160,8,170,12.661,170,4.859E-7,5.136,-14.537
170,10,180,13.665,180,8.596E-7,5.193,-13.967
180,21,190,12.769,190,3.481E-7,5.247,-14.871
190,10,200,9.688,200,2.387E-7,5.298,-15.248
200,8,210,5.023,210,1.547E-7,5.347,-15.682
210,6,220,0.806,220,2.242E-8,5.394,-17.613
220,1,230,1.133,230,1.962E-8,5.438,-17.747
230,1,NaN,NaN,NaN,NaN,NaN,NaN
