Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,8,10,5.174,10,0.001,2.303,-6.731
10,5,20,2.465,20,8.952E-5,2.996,-9.321
20,3,30,2.309,30,1.768E-5,3.401,-10.943
30,2,40,2.098,40,7.460E-6,3.689,-11.806
40,2,50,1.455,50,1.910E-6,3.912,-13.168
50,1,60,0.783,60,1.105E-6,4.094,-13.715
60,1,70,0.509,70,6.960E-7,4.248,-14.178
70,1,80,0.793,80,4.663E-7,4.382,-14.578
80,1,90,1.527,90,6.550E-7,4.500,-14.239
90,2,100,2.473,100,4.775E-7,4.605,-14.555
100,2,110,3.418,110,3.587E-7,4.700,-14.841
110,2,120,4.286,120,4.145E-7,4.787,-14.696
120,3,130,5.152,130,8.693E-7,4.868,-13.956
130,8,140,6.151,140,6.090E-7,4.942,-14.311
140,7,150,7.328,150,5.659E-7,5.011,-14.385
150,8,160,8.480,160,2.914E-7,5.075,-15.048
160,5,170,9.094,170,4.373E-7,5.136,-14.643
170,9,180,8.533,180,4.093E-7,5.193,-14.709
180,10,190,6.620,190,2.784E-7,5.247,-15.094
190,8,200,4.857,200,8.952E-8,5.298,-16.229
200,3,210,8.494,210,2.320E-7,5.347,-15.277
210,9,NaN,NaN,NaN,NaN,NaN,NaN
