Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.033,10,4.775E-4,2.303,-7.647
10,2,20,0.976,20,2.984E-5,2.996,-10.420
20,1,30,0.898,30,8.842E-6,3.401,-11.636
30,1,40,1.021,40,3.730E-6,3.689,-12.499
40,1,50,1.078,50,1.910E-6,3.912,-13.168
50,1,60,1.065,60,1.105E-6,4.094,-13.715
60,1,70,1.076,70,6.960E-7,4.248,-14.178
70,1,80,1.200,80,4.663E-7,4.382,-14.578
80,1,90,1.480,90,6.550E-7,4.500,-14.239
90,2,100,1.893,100,4.775E-7,4.605,-14.555
100,2,110,2.365,110,3.587E-7,4.700,-14.841
110,2,120,2.795,120,5.526E-7,4.787,-14.409
120,4,130,3.087,130,2.173E-7,4.868,-15.342
130,2,140,3.172,140,1.740E-7,4.942,-15.564
140,2,150,3.032,150,2.122E-7,5.011,-15.366
150,3,160,2.706,160,2.331E-7,5.075,-15.272
160,4,170,2.282,170,1.458E-7,5.136,-15.741
170,3,180,1.887,180,8.187E-8,5.193,-16.318
180,2,190,1.647,190,3.481E-8,5.247,-17.173
190,1,200,1.659,200,2.984E-8,5.298,-17.327
200,1,210,1.948,210,2.578E-8,5.347,-17.474
210,1,220,2.436,220,8.968E-8,5.394,-16.227
220,4,230,2.917,230,5.886E-8,5.438,-16.648
230,3,240,3.069,240,5.181E-8,5.481,-16.776
240,3,250,2.488,250,3.056E-8,5.521,-17.304
250,2,260,0.790,260,1.358E-8,5.561,-18.114
260,1,NaN,NaN,NaN,NaN,NaN,NaN
