Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.109,10,2.387E-4,2.303,-8.340
10,1,20,0.707,20,2.984E-5,2.996,-10.420
20,1,30,1.004,30,8.842E-6,3.401,-11.636
30,1,40,1.465,40,3.730E-6,3.689,-12.499
40,1,50,1.818,50,3.820E-6,3.912,-12.475
50,2,60,1.959,60,2.210E-6,4.094,-13.022
60,2,70,1.892,70,1.392E-6,4.248,-13.485
70,2,80,1.679,80,9.325E-7,4.382,-13.885
80,2,90,1.400,90,3.275E-7,4.500,-14.932
90,1,100,1.134,100,2.387E-7,4.605,-15.248
100,1,110,0.941,110,1.794E-7,4.700,-15.534
110,1,120,0.854,120,1.382E-7,4.787,-15.795
120,1,130,0.882,130,1.087E-7,4.868,-16.035
130,1,140,1.008,140,8.700E-8,4.942,-16.257
140,1,150,1.200,150,7.074E-8,5.011,-16.464
150,1,160,1.413,160,5.828E-8,5.075,-16.658
160,1,170,1.603,170,9.718E-8,5.136,-16.147
170,2,180,1.729,180,8.187E-8,5.193,-16.318
180,2,190,1.763,190,6.961E-8,5.247,-16.480
190,2,200,1.697,200,2.984E-8,5.298,-17.327
200,1,210,1.538,210,5.156E-8,5.347,-16.781
210,2,220,1.316,220,2.242E-8,5.394,-17.613
220,1,230,1.080,230,1.962E-8,5.438,-17.747
230,1,240,0.891,240,1.727E-8,5.481,-17.874
240,1,250,0.817,250,1.528E-8,5.521,-17.997
250,1,260,0.926,260,1.358E-8,5.561,-18.114
260,1,270,1.274,270,1.213E-8,5.598,-18.228
270,1,280,1.898,280,2.175E-8,5.635,-17.644
280,2,NaN,NaN,NaN,NaN,NaN,NaN
