Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,4,10,1.964,10,4.775E-4,2.303,-7.647
10,2,20,2.086,20,5.968E-5,2.996,-9.726
20,2,30,2.002,30,1.768E-5,3.401,-10.943
30,2,40,1.925,40,7.460E-6,3.689,-11.806
40,2,50,1.942,50,3.820E-6,3.912,-12.475
50,2,60,2.024,60,2.210E-6,4.094,-13.022
60,2,70,2.088,70,1.392E-6,4.248,-13.485
70,2,80,2.070,80,9.325E-7,4.382,-13.885
80,2,90,1.974,90,6.550E-7,4.500,-14.239
90,2,100,1.881,100,4.775E-7,4.605,-14.555
100,2,110,1.920,110,3.587E-7,4.700,-14.841
110,2,120,2.202,120,2.763E-7,4.787,-15.102
120,2,130,2.741,130,3.260E-7,4.868,-14.936
130,3,140,3.389,140,2.610E-7,4.942,-15.159
140,3,150,3.847,150,2.829E-7,5.011,-15.078
150,4,160,3.793,160,2.331E-7,5.075,-15.272
160,4,170,3.201,170,1.458E-7,5.136,-15.741
170,3,180,2.951,180,1.228E-7,5.193,-15.913
180,3,NaN,NaN,NaN,NaN,NaN,NaN
