Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,8,10,2.782,10,7.162E-4,2.303,-7.242
10,3,20,3.717,20,8.952E-5,2.996,-9.321
20,3,30,2.553,30,2.653E-5,3.401,-10.537
30,3,40,1.521,40,7.460E-6,3.689,-11.806
40,2,50,1.155,50,1.910E-6,3.912,-13.168
50,1,60,1.253,60,1.105E-6,4.094,-13.715
60,1,70,1.456,70,6.960E-7,4.248,-14.178
70,1,80,1.536,80,9.325E-7,4.382,-13.885
80,2,90,1.488,90,3.275E-7,4.500,-14.932
90,1,100,1.491,100,4.775E-7,4.605,-14.555
100,2,110,1.800,110,3.587E-7,4.700,-14.841
110,2,120,2.635,120,4.145E-7,4.787,-14.696
120,3,130,4.070,130,3.260E-7,4.868,-14.936
130,3,140,5.989,140,6.090E-7,4.942,-14.311
140,7,150,8.084,150,5.659E-7,5.011,-14.385
150,8,160,9.926,160,4.663E-7,5.075,-14.578
160,8,170,11.073,170,5.345E-7,5.136,-14.442
170,11,180,11.208,180,6.140E-7,5.193,-14.303
180,15,190,10.269,190,3.133E-7,5.247,-14.976
190,9,200,8.517,200,1.790E-7,5.298,-15.536
200,6,210,6.481,210,2.062E-7,5.347,-15.394
210,8,220,4.722,220,1.121E-7,5.394,-16.004
220,5,230,3.315,230,5.886E-8,5.438,-16.648
230,3,240,0.961,240,1.727E-8,5.481,-17.874
240,1,NaN,NaN,NaN,NaN,NaN,NaN
