Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,9,10,5.057,10,0.001,2.303,-6.731
10,5,20,3.797,20,1.194E-4,2.996,-9.033
20,4,30,3.953,30,3.537E-5,3.401,-10.250
30,4,40,4.026,40,1.119E-5,3.689,-11.400
40,3,50,3.684,50,9.549E-6,3.912,-11.559
50,5,60,3.114,60,3.316E-6,4.094,-12.617
60,3,70,2.625,70,1.392E-6,4.248,-13.485
70,2,80,2.448,80,1.399E-6,4.382,-13.480
80,3,90,2.660,90,6.550E-7,4.500,-14.239
90,2,100,3.200,100,7.162E-7,4.605,-14.149
100,3,110,3.917,110,8.968E-7,4.700,-13.924
110,5,120,4.639,120,5.526E-7,4.787,-14.409
120,4,130,5.220,130,6.520E-7,4.868,-14.243
130,6,140,5.576,140,4.350E-7,4.942,-14.648
140,5,150,5.676,150,3.537E-7,5.011,-14.855
150,5,160,5.521,160,2.914E-7,5.075,-15.048
160,5,170,5.107,170,3.887E-7,5.136,-14.760
170,8,180,4.403,180,8.187E-8,5.193,-16.318
180,2,190,3.370,190,1.392E-7,5.247,-15.787
190,4,200,2.069,200,5.968E-8,5.298,-16.634
200,2,210,0.900,210,2.578E-8,5.347,-17.474
210,1,220,1.039,220,2.242E-8,5.394,-17.613
220,1,NaN,NaN,NaN,NaN,NaN,NaN
