Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,1.992,10,4.775E-4,2.303,-7.647
10,2,20,1.993,20,5.968E-5,2.996,-9.726
20,2,30,2.091,30,1.768E-5,3.401,-10.943
30,2,40,1.975,40,7.460E-6,3.689,-11.806
40,2,50,1.684,50,3.820E-6,3.912,-12.475
50,2,60,1.345,60,1.105E-6,4.094,-13.715
60,1,70,1.065,70,6.960E-7,4.248,-14.178
70,1,80,0.901,80,4.663E-7,4.382,-14.578
80,1,90,0.872,90,3.275E-7,4.500,-14.932
90,1,100,0.986,100,2.387E-7,4.605,-15.248
100,1,110,1.247,110,1.794E-7,4.700,-15.534
110,1,120,1.649,120,2.763E-7,4.787,-15.102
120,2,130,2.146,130,2.173E-7,4.868,-15.342
130,2,140,2.623,140,1.740E-7,4.942,-15.564
140,2,150,2.880,150,2.829E-7,5.011,-15.078
150,4,160,2.684,160,1.166E-7,5.075,-15.965
160,2,170,1.922,170,9.718E-8,5.136,-16.147
170,2,180,0.924,180,4.093E-8,5.193,-17.011
180,1,190,1.023,190,3.481E-8,5.247,-17.173
190,1,NaN,NaN,NaN,NaN,NaN,NaN
