Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,5.996,10,0.001,2.303,-6.548
10,6,20,5.007,20,1.492E-4,2.996,-8.810
20,5,30,5.050,30,4.421E-5,3.401,-10.027
30,5,40,3.831,40,1.492E-5,3.689,-11.113
40,4,50,2.152,50,3.820E-6,3.912,-12.475
50,2,60,1.072,60,1.105E-6,4.094,-13.715
60,1,70,0.838,70,6.960E-7,4.248,-14.178
70,1,80,0.995,80,4.663E-7,4.382,-14.578
80,1,90,1.054,90,3.275E-7,4.500,-14.932
90,1,100,1.111,100,2.387E-7,4.605,-15.248
100,1,110,1.817,110,3.587E-7,4.700,-14.841
110,2,120,3.095,120,4.145E-7,4.787,-14.696
120,3,130,0.982,130,1.087E-7,4.868,-16.035
130,1,NaN,NaN,NaN,NaN,NaN,NaN
