Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.984,10,2.387E-4,2.303,-8.340
10,1,20,1.073,20,2.984E-5,2.996,-10.420
20,1,30,0.914,30,8.842E-6,3.401,-11.636
30,1,40,0.951,40,3.730E-6,3.689,-12.499
40,1,50,1.074,50,1.910E-6,3.912,-13.168
50,1,60,1.107,60,1.105E-6,4.094,-13.715
60,1,70,1.003,70,6.960E-7,4.248,-14.178
70,1,80,0.855,80,4.663E-7,4.382,-14.578
80,1,90,0.823,90,3.275E-7,4.500,-14.932
90,1,100,1.027,100,2.387E-7,4.605,-15.248
100,1,110,1.476,110,1.794E-7,4.700,-15.534
110,1,120,2.047,120,2.763E-7,4.787,-15.102
120,2,130,2.528,130,3.260E-7,4.868,-14.936
130,3,140,2.715,140,2.610E-7,4.942,-15.159
140,3,150,2.531,150,1.415E-7,5.011,-15.771
150,2,160,2.110,160,1.166E-7,5.075,-15.965
160,2,170,1.785,170,9.718E-8,5.136,-16.147
170,2,180,1.874,180,8.187E-8,5.193,-16.318
180,2,190,2.164,190,6.961E-8,5.247,-16.480
190,2,200,0.959,200,2.984E-8,5.298,-17.327
200,1,NaN,NaN,NaN,NaN,NaN,NaN
