Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,2,10,4.021,10,9.549E-4,2.303,-6.954
10,4,20,5.903,20,1.790E-4,2.996,-8.628
20,6,30,6.102,30,5.305E-5,3.401,-9.844
30,6,40,6.181,40,2.238E-5,3.689,-10.707
40,6,50,5.574,50,1.146E-5,3.912,-11.377
50,6,60,4.086,60,4.421E-6,4.094,-12.329
60,4,70,2.296,70,1.392E-6,4.248,-13.485
70,2,80,1.023,80,4.663E-7,4.382,-14.578
80,1,90,0.676,90,3.275E-7,4.500,-14.932
90,1,100,0.977,100,2.387E-7,4.605,-15.248
100,1,110,1.245,110,1.794E-7,4.700,-15.534
110,1,120,1.047,120,1.382E-7,4.787,-15.795
120,1,130,0.751,130,1.087E-7,4.868,-16.035
130,1,140,1.145,140,8.700E-8,4.942,-16.257
140,1,150,0.973,150,7.074E-8,5.011,-16.464
150,1,NaN,NaN,NaN,NaN,NaN,NaN
