Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,3,10,1.028,10,2.387E-4,2.303,-8.340
10,1,20,0.858,20,2.984E-5,2.996,-10.420
20,1,30,1.099,30,8.842E-6,3.401,-11.636
30,1,40,1.390,40,3.730E-6,3.689,-12.499
40,1,50,1.564,50,3.820E-6,3.912,-12.475
50,2,60,1.577,60,2.210E-6,4.094,-13.022
60,2,70,1.452,70,6.960E-7,4.248,-14.178
70,1,80,1.248,80,4.663E-7,4.382,-14.578
80,1,90,1.032,90,3.275E-7,4.500,-14.932
90,1,100,0.864,100,2.387E-7,4.605,-15.248
100,1,110,0.791,110,1.794E-7,4.700,-15.534
110,1,120,0.839,120,1.382E-7,4.787,-15.795
120,1,130,1.012,130,1.087E-7,4.868,-16.035
130,1,140,1.290,140,8.700E-8,4.942,-16.257
140,1,150,1.631,150,7.074E-8,5.011,-16.464
150,1,160,1.970,160,1.749E-7,5.075,-15.559
160,3,170,2.213,170,9.718E-8,5.136,-16.147
170,2,180,2.240,180,8.187E-8,5.193,-16.318
180,2,190,1.898,190,6.961E-8,5.247,-16.480
190,2,200,1.004,200,2.984E-8,5.298,-17.327
200,1,NaN,NaN,NaN,NaN,NaN,NaN
