Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.058,10,2.387E-4,2.303,-8.340
10,1,20,4.748,20,1.492E-4,2.996,-8.810
20,5,30,4.334,30,3.537E-5,3.401,-10.250
30,4,40,3.919,40,1.492E-5,3.689,-11.113
40,4,50,3.974,50,7.639E-6,3.912,-11.782
50,4,60,3.995,60,4.421E-6,4.094,-12.329
60,4,70,3.671,70,2.784E-6,4.248,-12.792
70,4,80,3.121,80,1.399E-6,4.382,-13.480
80,3,90,2.680,90,6.550E-7,4.500,-14.239
90,2,100,2.590,100,7.162E-7,4.605,-14.149
100,3,110,2.796,110,5.381E-7,4.700,-14.435
110,3,120,2.988,120,4.145E-7,4.787,-14.696
120,3,130,2.855,130,3.260E-7,4.868,-14.936
130,3,140,2.432,140,1.740E-7,4.942,-15.564
140,2,150,2.277,150,1.415E-7,5.011,-15.771
150,2,160,3.130,160,2.331E-7,5.075,-15.272
160,4,170,4.544,170,1.944E-7,5.136,-15.454
170,4,180,1.889,180,8.187E-8,5.193,-16.318
180,2,NaN,NaN,NaN,NaN,NaN,NaN
