Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,0.954,10,2.387E-4,2.303,-8.340
10,1,20,1.170,20,2.984E-5,2.996,-10.420
20,1,30,0.875,30,8.842E-6,3.401,-11.636
30,1,40,0.857,40,3.730E-6,3.689,-12.499
40,1,50,1.049,50,1.910E-6,3.912,-13.168
50,1,60,1.185,60,1.105E-6,4.094,-13.715
60,1,70,1.118,70,6.960E-7,4.248,-14.178
70,1,80,0.900,80,4.663E-7,4.382,-14.578
80,1,90,0.729,90,3.275E-7,4.500,-14.932
90,1,100,0.829,100,2.387E-7,4.605,-15.248
100,1,110,1.333,110,1.794E-7,4.700,-15.534
110,1,120,2.208,120,2.763E-7,4.787,-15.102
120,2,130,3.238,130,3.260E-7,4.868,-14.936
130,3,140,4.091,140,4.350E-7,4.942,-14.648
140,5,150,4.429,150,2.829E-7,5.011,-15.078
150,4,160,4.061,160,2.331E-7,5.075,-15.272
160,4,170,3.069,170,1.458E-7,5.136,-15.741
170,3,180,1.860,180,8.187E-8,5.193,-16.318
180,2,190,1.042,190,3.481E-8,5.247,-17.173
190,1,NaN,NaN,NaN,NaN,NaN,NaN
