Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,4.019,10,9.549E-4,2.303,-6.954
10,4,20,2.900,20,8.952E-5,2.996,-9.321
20,3,30,2.227,30,1.768E-5,3.401,-10.943
30,2,40,1.843,40,7.460E-6,3.689,-11.806
40,2,50,1.661,50,3.820E-6,3.912,-12.475
50,2,60,1.648,60,1.105E-6,4.094,-13.715
60,1,70,1.798,70,1.392E-6,4.248,-13.485
70,2,80,2.099,80,9.325E-7,4.382,-13.885
80,2,90,2.509,90,9.824E-7,4.500,-13.833
90,3,100,2.952,100,7.162E-7,4.605,-14.149
100,3,110,3.332,110,5.381E-7,4.700,-14.435
110,3,120,3.562,120,4.145E-7,4.787,-14.696
120,3,130,3.598,130,4.347E-7,4.868,-14.649
130,4,140,3.469,140,3.480E-7,4.942,-14.871
140,4,150,3.279,150,2.122E-7,5.011,-15.366
150,3,160,3.152,160,1.749E-7,5.075,-15.559
160,3,170,3.103,170,1.458E-7,5.136,-15.741
170,3,180,2.782,180,1.228E-7,5.193,-15.913
180,3,190,1.067,190,3.481E-8,5.247,-17.173
190,1,NaN,NaN,NaN,NaN,NaN,NaN
