Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,1,10,1.127,10,2.387E-4,2.303,-8.340
10,1,20,0.703,20,2.984E-5,2.996,-10.420
20,1,30,0.971,30,8.842E-6,3.401,-11.636
30,1,40,1.220,40,3.730E-6,3.689,-12.499
40,1,50,1.234,50,1.910E-6,3.912,-13.168
50,1,60,1.054,60,1.105E-6,4.094,-13.715
60,1,70,0.824,70,6.960E-7,4.248,-14.178
70,1,80,0.682,80,4.663E-7,4.382,-14.578
80,1,90,0.718,90,3.275E-7,4.500,-14.932
90,1,100,0.952,100,2.387E-7,4.605,-15.248
100,1,110,1.337,110,1.794E-7,4.700,-15.534
110,1,120,1.787,120,1.382E-7,4.787,-15.795
120,1,130,2.198,130,2.173E-7,4.868,-15.342
130,2,140,2.475,140,2.610E-7,4.942,-15.159
140,3,150,2.558,150,2.122E-7,5.011,-15.366
150,3,160,2.429,160,1.749E-7,5.075,-15.559
160,3,170,2.121,170,9.718E-8,5.136,-16.147
170,2,180,1.708,180,4.093E-8,5.193,-17.011
180,1,190,1.285,190,3.481E-8,5.247,-17.173
190,1,200,0.951,200,2.984E-8,5.298,-17.327
200,1,210,0.776,210,2.578E-8,5.347,-17.474
210,1,220,0.780,220,2.242E-8,5.394,-17.613
220,1,230,0.918,230,1.962E-8,5.438,-17.747
230,1,240,1.087,240,1.727E-8,5.481,-17.874
240,1,250,1.157,250,1.528E-8,5.521,-17.997
250,1,260,1.048,260,1.358E-8,5.561,-18.114
260,1,270,0.854,270,1.213E-8,5.598,-18.228
270,1,280,1.043,280,1.088E-8,5.635,-18.337
280,1,NaN,NaN,NaN,NaN,NaN,NaN
