Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,2.908,10,7.162E-4,2.303,-7.242
10,3,20,1.293,20,2.984E-5,2.996,-10.420
20,1,30,0.798,30,8.842E-6,3.401,-11.636
30,1,40,0.841,40,3.730E-6,3.689,-12.499
40,1,50,1.056,50,1.910E-6,3.912,-13.168
50,1,60,1.189,60,1.105E-6,4.094,-13.715
60,1,70,1.117,70,6.960E-7,4.248,-14.178
70,1,80,0.889,80,4.663E-7,4.382,-14.578
80,1,90,0.716,90,3.275E-7,4.500,-14.932
90,1,100,0.885,100,2.387E-7,4.605,-15.248
100,1,110,1.599,110,1.794E-7,4.700,-15.534
110,1,120,2.794,120,4.145E-7,4.787,-14.696
120,3,130,4.024,130,4.347E-7,4.868,-14.649
130,4,140,4.520,140,4.350E-7,4.942,-14.648
140,5,150,3.614,150,2.122E-7,5.011,-15.366
150,3,160,1.711,160,1.166E-7,5.075,-15.965
160,2,170,2.049,170,9.718E-8,5.136,-16.147
170,2,NaN,NaN,NaN,NaN,NaN,NaN
