Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,5,10,3.006,10,7.162E-4,2.303,-7.242
10,3,20,1.006,20,2.984E-5,2.996,-10.420
20,1,30,0.916,30,8.842E-6,3.401,-11.636
30,1,40,1.090,40,3.730E-6,3.689,-12.499
40,1,50,1.077,50,1.910E-6,3.912,-13.168
50,1,60,0.948,60,1.105E-6,4.094,-13.715
60,1,70,0.879,70,6.960E-7,4.248,-14.178
70,1,80,0.947,80,4.663E-7,4.382,-14.578
80,1,90,1.091,90,3.275E-7,4.500,-14.932
90,1,100,1.168,100,2.387E-7,4.605,-15.248
100,1,110,1.069,110,1.794E-7,4.700,-15.534
110,1,120,0.827,120,1.382E-7,4.787,-15.795
120,1,130,0.677,130,1.087E-7,4.868,-16.035
130,1,140,0.995,140,8.700E-8,4.942,-16.257
140,1,150,2.085,150,7.074E-8,5.011,-16.464
150,1,160,3.746,160,2.914E-7,5.075,-15.048
160,5,170,4.568,170,1.944E-7,5.136,-15.454
170,4,180,0.905,180,4.093E-8,5.193,-17.011
180,1,NaN,NaN,NaN,NaN,NaN,NaN
