Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,6,10,5.135,10,0.001,2.303,-6.731
10,5,20,7.280,20,2.387E-4,2.996,-8.340
20,8,30,5.223,30,3.537E-5,3.401,-10.250
30,4,40,2.527,40,1.119E-5,3.689,-11.400
40,3,50,0.806,50,1.910E-6,3.912,-13.168
50,1,60,0.415,60,1.105E-6,4.094,-13.715
60,1,70,1.011,70,6.960E-7,4.248,-14.178
70,1,80,1.993,80,4.663E-7,4.382,-14.578
80,1,90,2.815,90,3.275E-7,4.500,-14.932
90,1,100,3.168,100,1.671E-6,4.605,-13.302
100,7,110,3.059,110,3.587E-7,4.700,-14.841
110,2,120,2.782,120,2.763E-7,4.787,-15.102
120,2,130,2.812,130,3.260E-7,4.868,-14.936
130,3,140,3.647,140,2.610E-7,4.942,-15.159
140,3,150,5.624,150,4.244E-7,5.011,-14.673
150,6,160,8.750,160,6.411E-7,5.075,-14.260
160,11,170,12.588,170,4.859E-7,5.136,-14.537
170,10,180,16.238,180,5.731E-7,5.193,-14.372
180,14,190,18.477,190,8.701E-7,5.247,-13.955
190,25,200,18.104,200,3.879E-7,5.298,-14.762
200,13,210,14.561,210,4.125E-7,5.347,-14.701
210,16,220,8.888,220,2.018E-7,5.394,-15.416
220,9,230,5.096,230,9.811E-8,5.438,-16.137
230,5,NaN,NaN,NaN,NaN,NaN,NaN
