Radius,Inters.,Radius (Polyn. fit),Inters. (Polyn. fit),Radius (norm)Volume,Inters./Volume,log(Radius),log(Inters./Volume)
0,7,10,8.994,10,0.002,2.303,-6.143
10,9,20,7.885,20,2.387E-4,2.996,-8.340
20,8,30,6.578,30,5.305E-5,3.401,-9.844
30,6,40,5.202,40,2.238E-5,3.689,-10.707
40,6,50,3.889,50,7.639E-6,3.912,-11.782
50,4,60,2.746,60,2.210E-6,4.094,-13.022
60,2,70,1.845,70,1.392E-6,4.248,-13.485
70,2,80,1.216,80,4.663E-7,4.382,-14.578
80,1,90,0.855,90,3.275E-7,4.500,-14.932
90,1,100,0.722,100,2.387E-7,4.605,-15.248
100,1,110,0.760,110,1.794E-7,4.700,-15.534
110,1,120,0.897,120,1.382E-7,4.787,-15.795
120,1,130,1.064,130,1.087E-7,4.868,-16.035
130,1,140,1.202,140,8.700E-8,4.942,-16.257
140,1,150,1.266,150,7.074E-8,5.011,-16.464
150,1,160,1.239,160,5.828E-8,5.075,-16.658
160,1,170,1.126,170,4.859E-8,5.136,-16.840
170,1,180,0.956,180,4.093E-8,5.193,-17.011
180,1,190,0.780,190,3.481E-8,5.247,-17.173
190,1,200,0.660,200,2.984E-8,5.298,-17.327
200,1,210,0.664,210,2.578E-8,5.347,-17.474
210,1,220,0.852,220,2.242E-8,5.394,-17.613
220,1,230,1.261,230,1.962E-8,5.438,-17.747
230,1,240,1.900,240,3.454E-8,5.481,-17.181
240,2,250,2.734,250,3.056E-8,5.521,-17.304
250,2,260,3.677,260,4.075E-8,5.561,-17.016
260,3,270,4.591,270,6.064E-8,5.598,-16.618
270,5,280,5.291,280,6.525E-8,5.635,-16.545
280,6,290,5.554,290,5.873E-8,5.670,-16.650
290,6,300,5.147,300,4.421E-8,5.704,-16.934
300,5,310,3.864,310,2.404E-8,5.737,-17.544
310,3,320,1.583,320,1.457E-8,5.768,-18.044
320,2,NaN,NaN,NaN,NaN,NaN,NaN
